blk_no,postal_code,entity_id,latitude,longitude,bus_stop_num,bus_roof_num,bus_stop_latitude,bus_stop_longitude,euclidean_distance_to_nearest_bus_stop_km,nearest_bus_stop_estimated_walking_km,walking_time_to_nearest_bus_stop_mins
480,640480,3961,1.3469247505101272,103.72399266212426,28601,B03,1.3475206585633295,103.72316307320806,0.1137,0.1364,1.71
102,460102,10570,1.333888241246254,103.93744993366322,84251,B02,1.333470590363779,103.93887669104666,0.1655,0.1985,2.48
156A,541156,8129,1.3917434721176742,103.9069249278923,67671,NIL,1.3918939107587631,103.90711634243492,0.0271,0.0325,0.41
817B,682817,10380,1.3770891534813283,103.748910927067,44109,B07,1.3771603662033278,103.7475663063361,0.1498,0.1798,2.25
174A,821174,6874,1.396421215066881,103.91117480266907,65429,B03,1.3968279787025168,103.91213035432614,0.1156,0.1387,1.73
204,560204,5323,1.3673577405250816,103.8439250380924,54019,B02,1.366251918408849,103.84423128181487,0.1277,0.1533,1.92
454,680454,11605,1.379099717404748,103.73469231367687,44629,B08,1.3786024656143516,103.73643766538663,0.202,0.2424,3.03
35,600035,7160,1.3195514744189973,103.7426441093503,20169,B22,1.31920162513432,103.74277943262658,0.0418,0.0501,0.63
622,560622,3437,1.3820565509892013,103.83973590053655,55149,B10,1.3814520063271538,103.83930232430436,0.0828,0.0994,1.24
422,520422,4445,1.3573167621318818,103.94703905794042,76209,B06,1.3566191229620332,103.94749598801947,0.0928,0.1114,1.39
455,560455,10392,1.368633866012049,103.85730638403345,54299,B10,1.3689029314920647,103.85826518653363,0.1108,0.133,1.66
276,540276,9368,1.382617745507787,103.89466649175738,67601,NIL,1.3832757556522128,103.89326054474343,0.1728,0.2073,2.59
522,550522,6936,1.3724485916504574,103.87334214091364,66421,B01,1.3736780380530693,103.87343220345493,0.1372,0.1647,2.06
838,520838,8271,1.3508695620760875,103.93541812102397,76041,B01,1.3509274985646282,103.93636161716474,0.1052,0.1262,1.58
567A,681567,11593,1.3953457808007472,103.74618567196441,45279,B02,1.395626169489354,103.74535897166479,0.0972,0.1166,1.46
671,530671,10620,1.373111665560258,103.88384021673079,64411,B04,1.373612898078757,103.88505643576275,0.1464,0.1757,2.2
694B,732694,1834,1.4391023340570286,103.8051401777265,47759,NIL,1.4391099317113087,103.80578827485202,0.0721,0.0866,1.08
732,520732,3730,1.357570431684586,103.9344676457071,75339,B03,1.3584603916632452,103.93413955208172,0.1056,0.1267,1.58
37,730037,9499,1.4455440944818332,103.77170891035597,46159,B07,1.4456595028285062,103.77329536873854,0.177,0.2124,2.66
467,510467,5327,1.373479006940742,103.95668889663419,78081,B04,1.3736270256208845,103.95635315027494,0.0408,0.049,0.61
508,520508,2351,1.3547465247808443,103.94569441447535,76141,B09,1.3537095234453522,103.94611488055125,0.1246,0.1495,1.87
229A,821229,12547,1.4028582312321218,103.89229142674016,65541,B01,1.40350831137751,103.89125868516305,0.1358,0.163,2.04
146,310146,512,1.334663088864235,103.84645814625372,52199,B03,1.3355462722660152,103.84660361597277,0.0996,0.1196,1.49
428,560428,3846,1.3689648835660477,103.85441015540141,54279,B14,1.3697111849365813,103.85395264446693,0.0974,0.1169,1.46
21,430021,3909,1.313123967096432,103.89521955944787,82099,B05,1.3128745797782746,103.89426315521727,0.11,0.132,1.65
209A,641209,8172,1.3460588369861233,103.71537015879855,21459,B05,1.345640186938697,103.71496552531775,0.0648,0.0778,0.97
62,390062,8531,1.3079117484829423,103.8890600232435,81189,B04,1.3082099334739672,103.88842849976994,0.0777,0.0933,1.17
327,540327,9433,1.395782869010811,103.88893969529222,67381,B13,1.3945863738444513,103.88852609268731,0.1409,0.1691,2.11
824,730824,3103,1.439312304846094,103.78885379066845,46281,B08,1.438725366171536,103.78983742605025,0.1275,0.153,1.91
872B,522872,11051590,1.3553591455724419,103.93132427578233,75151,B03,1.3545515336104768,103.93143586032909,0.0908,0.1089,1.36
202B,822202,8812,1.3992063161775887,103.90416905273027,65079,B16,1.3988889725582232,103.90475076127447,0.0737,0.0885,1.11
102,410102,5792,1.325526694781971,103.91066587057587,83341,B03,1.3254620798123955,103.91111125748809,0.0501,0.0601,0.75
669,820669,5408,1.405199993749506,103.9138466194132,65399,B21,1.4056121579887462,103.91252379948234,0.1542,0.185,2.31
96,310096,2699,1.3386741677745577,103.84841455224534,52221,B01,1.338010456951435,103.84827078880667,0.0756,0.0907,1.13
301D,824301,10322,1.404529744691347,103.9053712996368,65221,B04,1.4040101193915848,103.90485479972881,0.0815,0.0979,1.22
870,520870,10318,1.3543363977727823,103.93343240312714,75169,B04,1.3533233523998467,103.93445783968241,0.1604,0.1925,2.41
168,520168,2331,1.3430396676532381,103.9588033869093,96191,B03,1.3428745603696668,103.95772819551455,0.1211,0.1453,1.82
611,560611,8975,1.3783199359807365,103.83721632009633,55119,B26,1.3772803410087076,103.83791421968635,0.1394,0.1672,2.09
709,120709,12577,1.3053625435883132,103.76199240023736,17269,B01,1.3049229245906442,103.76264070191728,0.0872,0.1046,1.31
93,310093,1030,1.33849235652284,103.84947970860888,52229,B02,1.3377387516392714,103.84868379071587,0.122,0.1464,1.83
45,330045,6606,1.3224477457640254,103.86610130635567,60139,B05,1.3221164011347433,103.86631819123976,0.0441,0.0529,0.66
506,550506,8568,1.3728200382916733,103.87623515298955,64101,B15,1.3722040992994258,103.87657424808577,0.0783,0.0939,1.17
273,820273,9197,1.4026936067006373,103.90189790586406,65349,NIL,1.4022279257976213,103.9006127201169,0.1521,0.1826,2.28
15A,441015,6175,1.3046121021983206,103.9140775084708,92221,B02,1.304986242959518,103.9149428374241,0.1049,0.1259,1.57
146,680146,10710,1.3810770670807044,103.75252397596216,44291,B05,1.3815369358254164,103.75138017388218,0.1372,0.1646,2.06
668,820668,5404,1.4051399687877195,103.91308152636941,65399,B21,1.4056121579887462,103.91252379948234,0.0813,0.0976,1.22
461B,652461,11055635,1.3553336092582313,103.74017952987627,40359,B07,1.3555354202124346,103.74085364125162,0.0783,0.094,1.17
751,510751,2478,1.3781776870225464,103.93386220952648,77331,B06,1.3783927969373626,103.93345116408199,0.0516,0.062,0.77
106,521106,8782,1.347560293624559,103.94766563247782,76079,B01,1.3478718824126326,103.94554859107237,0.2381,0.2858,3.57
30,330030,6079,1.3193168341028967,103.86403484539126,60119,B03,1.3188623110627067,103.86416754957973,0.0527,0.0633,0.79
332,560332,5198,1.3615796899150616,103.85204414751922,54311,B01,1.3614747466626524,103.85259533883699,0.0624,0.0749,0.94
640B,822640,7508,1.3991008736212671,103.915961184359,65321,NIL,1.399335565124198,103.91663719059133,0.0796,0.0956,1.19
173D,544173,12935,1.3867971870981017,103.91231927031625,67529,B06,1.387279902357232,103.90929645856825,0.3407,0.4088,5.11
505,750505,763,1.4501488040083568,103.82256988645014,58331,B01,1.4497676282084635,103.82405810943773,0.171,0.2052,2.56
7A,731007,234,1.4415935543419527,103.77597662534752,46709,B03,1.4414708020315463,103.77549539209402,0.0553,0.0663,0.83
645,510645,5418,1.3784557768824655,103.93781800773965,77239,B20,1.3774768135492306,103.93789677646028,0.1093,0.1312,1.64
1,591501,8551,1.3395315064764284,103.77468009401991,42151,B01,1.3400944957694323,103.77525488694091,0.0896,0.1075,1.34
463,680463,11462,1.377207244311752,103.73547614962028,44071,B06,1.376839890494144,103.73628760952857,0.0991,0.119,1.49
413,760413,1681,1.4250519552576892,103.84640834414022,59419,B05,1.4252434838848602,103.84595799008487,0.0545,0.0654,0.82
119,570119,4735,1.3473496769117672,103.85052755595633,53419,B01,1.3463520912440246,103.84982643924519,0.1357,0.1629,2.04
553,460553,5523,1.3314868072467394,103.92781596187635,84311,B06,1.330015247432517,103.92737829005577,0.1709,0.2051,2.56
292D,654292,11055585,1.3451274184472908,103.75484549712839,43731,B02,1.3463100452678187,103.75424248640189,0.1478,0.1773,2.22
465B,762465,12939,1.42605813043458,103.85029735335674,59591,B02,1.4265431185224018,103.84947249521356,0.1065,0.1278,1.6
648B,522648,12712,1.3675136720562766,103.94034907298023,75549,NIL,1.3683326955818031,103.94127402446387,0.1375,0.165,2.06
472,790472,9815,1.3969086992081028,103.88179244847011,67559,B02,1.3954233820861721,103.88097071455876,0.1889,0.2267,2.83
151,650151,634,1.3487603841095686,103.74419483058331,43339,UNK,1.3490815057528835,103.74382303660147,0.0547,0.0656,0.82
245,600245,9276,1.3417166713527693,103.7419682488891,28321,B01,1.3412994707287165,103.74092023154853,0.1255,0.1506,1.88
206,310206,8860,1.3422697748856578,103.84640967945208,52029,B13,1.343654201441827,103.84718399950037,0.1766,0.2119,2.65
148,550148,7753,1.3685797067608771,103.87352885186272,66319,B03,1.368303015444649,103.87391072992085,0.0525,0.063,0.79
854,730854,12765,1.4397540742842108,103.79308331106559,46391,B06,1.4392309664469094,103.79314656236234,0.0587,0.0704,0.88
479,640479,9607,1.3471976204540848,103.72448892246045,28591,B05,1.346448816887804,103.72543475493647,0.1343,0.1611,2.01
190,820190,7049,1.3993368780362645,103.91004742719616,65279,B07,1.3993716312415667,103.91092077795682,0.0973,0.1167,1.46
521,530521,9781,1.373294216760117,103.89088931005399,64381,B06,1.37291505870079,103.89164178594137,0.0938,0.1125,1.41
676A,681676,11470,1.4020498942097674,103.74664453632823,45409,NIL,1.4014787532173925,103.74582574101197,0.1111,0.1333,1.67
152B,552152,8583,1.369761355707673,103.87300159197841,66301,B06,1.3693531166242106,103.87213458834664,0.1067,0.128,1.6
114,610114,5247,1.333793794114532,103.72415371587779,21631,B05,1.3336926885427889,103.72492023417273,0.086,0.1033,1.29
171,560171,6456,1.374758573317888,103.83568236360863,54191,B03,1.3742042682391848,103.83735921801721,0.1966,0.2359,2.95
759,640759,9164,1.3499603528278974,103.69961788404747,27441,B10,1.3503404315830272,103.70074949028835,0.1329,0.1594,1.99
414,760414,1511,1.4247580342424595,103.84660711260395,59419,B05,1.4252434838848602,103.84595799008487,0.0902,0.1083,1.35
478,510478,11124,1.3746612587918203,103.95888097631298,78111,B09,1.3754066933164681,103.95797101569507,0.1309,0.1571,1.96
816,520816,2532,1.3476823390188362,103.93756559240525,76289,B01,1.3471132688115066,103.93822081289255,0.0966,0.1159,1.45
834,760834,1851,1.4150053881548377,103.83410225277493,59499,B03,1.4132254499262902,103.83458545201442,0.2053,0.2464,3.08
832,640832,11055050,1.344181456114207,103.69504813876794,27351,B02,1.3441374418676932,103.69607280769367,0.1141,0.137,1.71
832A,641832,11055051,1.34426358143853,103.69469581902365,27359,B01,1.3444957336259664,103.69605442474581,0.1534,0.1841,2.3
717,760717,1597,1.4258560548378685,103.82818052987233,59551,B04,1.4253676650131681,103.82824186015118,0.0548,0.0658,0.82
830A,641830,11055052,1.345271542279083,103.69408223008001,27419,B04,1.3457240548453102,103.69287714740672,0.1433,0.1719,2.15
830,640830,11055053,1.3453124988220944,103.69358992709142,27419,B04,1.3457240548453102,103.69287714740672,0.0916,0.1099,1.37
486B,521486,663,1.3591745496461902,103.95687845006312,76259,B05,1.3595593675670747,103.95827691424422,0.1614,0.1937,2.42
121F,546121,6007,1.3867435131163468,103.90563856487317,67131,B06,1.3876190077631565,103.90524534875266,0.1068,0.1282,1.6
125,730125,8477,1.4384337540988013,103.77952424106005,46199,B01,1.4395704865458159,103.78063095812242,0.1766,0.2119,2.65
610C,523610,11055254,1.3644572930465106,103.93544741667229,75511,NIL,1.3641718424754727,103.93480247334892,0.0785,0.0942,1.18
206,510206,6980,1.3663022061512082,103.96285521925063,78219,B01,1.3671897475090715,103.96331325078978,0.1112,0.1334,1.67
457,530457,708,1.377051322430775,103.89599606084886,64021,B09,1.3779639029539443,103.8966353085986,0.124,0.1488,1.86
32A,441032,5292,1.3034357097041191,103.9118334123556,92231,B01,1.3042655336548186,103.91221027312129,0.1015,0.1217,1.52
226,521226,13006,1.3555562421662424,103.95399961560769,76221,B09,1.3563771920254168,103.9539874715118,0.0914,0.1097,1.37
615,470615,11252,1.3322870964346192,103.91591380606842,84501,B31,1.333115848532838,103.9159962539621,0.0927,0.1113,1.39
591A,751591,798,1.4508553998117937,103.82623349267773,58509,B01,1.4506277296715264,103.82693749690806,0.0823,0.0988,1.24
413B,792413,536,1.3897792235550714,103.87857947042295,67481,B04,1.3915393583221232,103.87775329877202,0.2164,0.2597,3.25
180,670180,3713,1.378942570466556,103.76490354062449,44739,NIL,1.3785867350178447,103.76463191419926,0.0498,0.0598,0.75
9A,361009,10338,1.3348941217264343,103.87976308892283,70059,B03,1.3347451843134654,103.87832303593981,0.1611,0.1933,2.42
527,560527,11050882,1.3729318692604418,103.85451478132893,54411,B02,1.3723581786294519,103.8542503916227,0.0703,0.0844,1.05
6,440006,4083,1.3038104345870256,103.91649007568704,92199,B16,1.3028907177760258,103.91681379961602,0.1085,0.1302,1.63
252,540252,8169,1.3939005233939659,103.90079204115126,65059,B12,1.3930274710739827,103.90130200762603,0.1125,0.1351,1.69
817,680817,10406,1.3774049504542025,103.74962616974852,44129,B01,1.3774477288411469,103.75080785945244,0.1316,0.1579,1.97
202,560202,7038,1.3684696275403903,103.84458641603729,54239,B20,1.3691899345853382,103.84324659431812,0.1693,0.2032,2.54
313C,823313,11054241,1.4105876161170114,103.90169724359852,65461,B07,1.409750550214744,103.90158468846056,0.094,0.1128,1.41
253,670253,12031,1.3798830018659909,103.7747631352123,44311,B03,1.3793069886270575,103.77400091161016,0.1063,0.1276,1.6
810,530810,3932,1.3715614226287767,103.89354027273367,64541,B04,1.3712193619179411,103.89260095980656,0.1113,0.1335,1.67
323,760323,12079,1.4282427536655953,103.84126147782312,59359,B03,1.4283961534120289,103.84074435395142,0.06,0.072,0.9
113,610113,7120,1.3332262529793912,103.7243589295383,21631,B05,1.3336926885427889,103.72492023417273,0.0812,0.0975,1.22
633C,673633,3745,1.3847376103729878,103.759218266709,44801,B03,1.385051748982201,103.75903970259242,0.0402,0.0483,0.6
672,530672,10634,1.3725607436729843,103.88408174185295,64411,B04,1.373612898078757,103.88505643576275,0.1596,0.1916,2.39
321,560321,7520,1.36516578136976,103.84839579159568,54081,B07,1.363579977827534,103.84793627778312,0.1838,0.2205,2.76
132C,693132,13196,1.3564968609680694,103.73208611119584,28139,B06,1.3531091284179073,103.73042826549698,0.4198,0.5038,6.3
139,460139,633,1.3294243306412474,103.9353929396866,84219,B02,1.329334214317477,103.93483495841183,0.0629,0.0755,0.94
413,680413,11640,1.3813951305992398,103.74258110992322,44521,B01,1.380821576491968,103.7425530531554,0.0639,0.0767,0.96
808A,461808,12487,1.3270369518338954,103.92384907927568,84549,B01,1.3272660743525733,103.92507543322152,0.1388,0.1666,2.08
151,570151,9738,1.3451387510657182,103.85566735067721,52051,B10,1.3435265201723852,103.85461237243015,0.2145,0.2574,3.22
17,130017,5645,1.307655293330539,103.78288461888307,19091,B02,1.3074907542006953,103.78210879988659,0.0883,0.1059,1.32
114,381114,5164,1.3114954529980953,103.87387868315385,80049,B04,1.3107539700365256,103.8736047556751,0.088,0.1056,1.32
987C,643987,4847,1.336618420104549,103.69509528489478,27521,NIL,1.336804876979585,103.69410176528527,0.1125,0.135,1.69
92A,101092,11052086,1.2765689249792551,103.80741294397507,14501,B02,1.2768799320773265,103.80646569777,0.111,0.1332,1.66
666,680666,11468,1.4024406112168055,103.74991908144861,45429,NIL,1.4027305876671505,103.74998192541547,0.033,0.0396,0.5
470,680470,11370,1.3782265913322587,103.73709335117334,44629,B08,1.3786024656143516,103.73643766538663,0.0841,0.1009,1.26
316B,542316,9053,1.3928874910291718,103.88896558846128,67389,B14,1.3942545315199204,103.88862569335242,0.1568,0.1882,2.35
486,510486,11078,1.3744979958420516,103.96035014753977,78229,B05,1.37413000042608,103.960973969685,0.0806,0.0967,1.21
623C,823623,8970,1.3997296694978938,103.91143796293841,65279,B07,1.3993716312415667,103.91092077795682,0.07,0.084,1.05
803D,684803,6515,1.3729869461433533,103.7443517457613,30121,NIL,1.3721086554077904,103.74472539102753,0.1062,0.1275,1.59
541,650541,7220,1.3540109356701566,103.75154442684422,43809,B02,1.3543777624244433,103.75185807722167,0.0537,0.0645,0.81
412,600412,8805969,1.3196389966573054,103.74706807620436,20189,B03,1.3203259593067533,103.74716800578206,0.0773,0.0927,1.16
678,680678,11732,1.4018536169765017,103.74421722798817,45409,NIL,1.4014787532173925,103.74582574101197,0.1838,0.2206,2.76
641B,522641,13003,1.36718753731736,103.94364030187523,75559,NIL,1.3665151627954952,103.94309460546546,0.0964,0.1157,1.45
723,560723,5754,1.3723434794454348,103.84715708609278,54391,B07,1.3715927175383689,103.84824580394444,0.1472,0.1766,2.21
881A,731881,3091,1.4444341304463943,103.79145043331012,46431,B01,1.4439820028142067,103.7922289587666,0.1002,0.1202,1.5
275,510275,6730,1.364308013672125,103.96472493800589,98029,B04,1.3643466536239872,103.96543431664988,0.0791,0.0949,1.19
110,670110,4262,1.377831679199479,103.76817755450429,44201,B07,1.377276636547998,103.76732375510964,0.1133,0.136,1.7
312,570312,820,1.351190246477693,103.83871536450985,53299,B02,1.351652911439072,103.83796203589688,0.0984,0.1181,1.48
117,150117,8234,1.2836493582080089,103.81540639328972,10651,B01,1.2833166767428226,103.81542483009669,0.0371,0.0445,0.56
229,540229,5448,1.388743405667796,103.90081776191019,65041,B07,1.3899387490102455,103.9016040667238,0.1593,0.1911,2.39
273C,823273,4990,1.4022520008839172,103.90140693212074,65349,NIL,1.4022279257976213,103.9006127201169,0.0884,0.1061,1.33
767,680767,363,1.3939250168265778,103.74937319174562,45369,B01,1.3925302117472977,103.74990100596789,0.166,0.1992,2.49
716,760716,1598,1.4263493608005773,103.8275898913745,59551,B04,1.4253676650131681,103.82824186015118,0.1312,0.1574,1.97
168A,140168,1784,1.289064229044422,103.8034920555802,11021,B01,1.2894490344750649,103.8022403869771,0.1457,0.1749,2.19
118A,161118,3591,1.2815022115626176,103.82562486981216,10501,B07,1.281099285599597,103.82522194256165,0.0634,0.0761,0.95
39,090039,4971,1.2717399370299147,103.82251424400532,14309,B03,1.271276927712554,103.82311754335451,0.0846,0.1016,1.27
2,531002,3876,1.3505782943091629,103.87560144826243,62189,NIL,1.350530022376063,103.87462603890502,0.1087,0.1304,1.63
725,560725,4134,1.3727924550954342,103.84690740399537,54049,B06,1.3734305043444304,103.845336361534,0.1887,0.2265,2.83
531,050531,1644,1.2845821114476992,103.84567372153693,05131,B01,1.284035226142868,103.8452604653334,0.0763,0.0916,1.14
78,160078,5036,1.2833654626980857,103.83100329856966,10121,UNK,1.282619281641266,103.82892502057433,0.2458,0.2949,3.69
272,640272,6251,1.3503362295327124,103.70466151373925,27099,B15,1.3501925740983705,103.7036369279665,0.1151,0.1382,1.73
100,460100,10559,1.334288124389144,103.9388009427452,84251,B02,1.333470590363779,103.93887669104666,0.0914,0.1097,1.37
656C,823656,12499,1.3991787179066795,103.92175344829033,65569,UNK,1.3985962875015143,103.9192459486294,0.2865,0.3438,4.3
683A,641683,9001,1.3426878010261705,103.70492309790106,22489,nil,1.342694278876158,103.70542851888702,0.0563,0.0675,0.84
822,520822,8186,1.348390205466432,103.93441894165251,75099,B01,1.3481272220717504,103.93418783106758,0.039,0.0468,0.58
636,730636,1963,1.436822563369703,103.80275494115527,46879,B06,1.4369798609558229,103.80212071099169,0.0727,0.0873,1.09
673D,764673,11052045,1.4202914709355954,103.84205372298528,59289,B06,1.4216896717983099,103.84143834235785,0.17,0.2041,2.55
360B,752360,388,1.4487596433983867,103.81520025116623,58229,B01A,1.4486216728836827,103.81619899516791,0.1122,0.1346,1.68
73A,311073,4477,1.333799814909722,103.85182368481757,52269,B04,1.3339505783908452,103.85147643964746,0.0421,0.0506,0.63
124,530124,4141,1.3528733471585168,103.88666363581484,63309,B03,1.3520239674160575,103.88585662935039,0.1304,0.1565,1.96
468,760468,11053370,1.4247658247021515,103.85180372919451,59771,NIL,1.424143978947345,103.85217298065848,0.0805,0.0966,1.21
186,820186,3664,1.3987185668004303,103.91111723770358,65279,B07,1.3993716312415667,103.91092077795682,0.0759,0.0911,1.14
622C,823622,959,1.4007554292850775,103.91078634395991,65271,B08,1.3999250591902312,103.91069836503098,0.093,0.1115,1.39
525,730525,2381,1.432529743493951,103.79324825431029,46659,B03,1.4327397973450757,103.79417082321588,0.1053,0.1264,1.58
648,560648,2987,1.378269804768987,103.84371190691103,55201,B09,1.378557968466807,103.84435565337813,0.0785,0.0942,1.18
62,330062,7687,1.3218111129628562,103.86846291819968,60229,B02,1.3225657596284273,103.87017449145867,0.2082,0.2498,3.12
114,380114,6677,1.3217502733306445,103.88684667471429,70211,B01,1.3236506270076105,103.88685190672044,0.2115,0.2539,3.17
646,820646,2733,1.3981498861248527,103.91578081712453,65321,NIL,1.399335565124198,103.91663719059133,0.1628,0.1954,2.44
101,460101,10560,1.334457325585337,103.93796275292623,84251,B02,1.333470590363779,103.93887669104666,0.1497,0.1796,2.25
21,090021,8999,1.2766169837314019,103.82090394683617,14269,B01,1.2775787364412479,103.81999775086263,0.1471,0.1765,2.21
10,210010,7387,1.3139370975810565,103.85225230258041,50279,NIL,1.3124938327120808,103.8526052104435,0.1654,0.1985,2.48
60,141060,11054945,1.2930201182975745,103.81189309023922,10299,B10,1.292358351725347,103.81150039622348,0.0857,0.1028,1.28
488A,671488,7820,1.3898138060058172,103.77125786126402,44699,B02,1.3883633468693883,103.77101707371892,0.1637,0.1964,2.46
136,521136,956,1.344678115869945,103.94520945855496,76339,B03,1.3454053692899985,103.94753214828906,0.2709,0.325,4.06
34,390034,1033,1.309556622185751,103.88447379396459,81161,B04,1.3105337933461398,103.88310994653578,0.1867,0.2241,2.8
415,510415,12171,1.3718767042707563,103.95631632332166,78241,B03,1.3720931507822864,103.95760000813135,0.1449,0.1739,2.17
52,150052,8681,1.2884614025025556,103.81314822627736,10419,B02,1.288362332954685,103.8125051121852,0.0724,0.0869,1.09
619,560619,4743,1.3785508205074901,103.83853029926348,55131,B07,1.3791000650707101,103.8397108100996,0.1449,0.1739,2.17
489B,521489,3,1.3612083346180517,103.95750909465107,76261,B04,1.3616570071444984,103.95741648335076,0.051,0.0612,0.76
463,510463,5764,1.3725977099504723,103.95811604803039,78241,B03,1.3720931507822864,103.95760000813135,0.0803,0.0964,1.2
289,659289,2329,1.3448785273123964,103.76012783523552,43619,B05,1.3439459606775601,103.75868624002963,0.1911,0.2293,2.87
484A,681484,11402,1.376628711085282,103.73680765191045,44079,B05,1.376544812994304,103.73628384656027,0.059,0.0708,0.89
667B,642667,5667,1.3410353143802352,103.7015837846607,22251,B03,1.3407165806428103,103.70257002409151,0.1154,0.1384,1.73
706,730706,5883,1.439926397413901,103.79671986482171,46761,B04,1.4396382049248821,103.79739807473591,0.082,0.0984,1.23
108B,752108,11054068,1.4482175453171653,103.83186591050061,58529,B04,1.4480450667633855,103.83240880568675,0.0634,0.0761,0.95
103,090103,7104,1.272031482357074,103.82571195642835,14021,B12,1.2713544133180241,103.82473891708608,0.1319,0.1583,1.98
553,680553,11659,1.3958714177497795,103.74337665718627,45269,B04,1.3943729107214775,103.74374568161484,0.1718,0.2062,2.58
833,760833,1850,1.4145446358530849,103.8341087002204,59499,B03,1.4132254499262902,103.83458545201442,0.1561,0.1874,2.34
135A,541135,1904,1.3885410500628792,103.90526862242628,67129,B04,1.3893826506940912,103.90496602098263,0.0996,0.1195,1.49
551,530551,2907,1.3785386811528397,103.8906634434673,64439,B01,1.3780501103402167,103.88954915926449,0.1354,0.1625,2.03
635C,823635,6560,1.4006643547484057,103.91417139104105,65411,B02,1.3995547474383006,103.91388506240723,0.1276,0.1531,1.91
431,670431,12114,1.386207767530701,103.77061783159039,44771,NIL,1.384863277699881,103.77101036662572,0.1559,0.1871,2.34
661,680661,11524,1.4009095561551674,103.75057488048483,45431,NIL,1.4006958327447636,103.75086001348029,0.0397,0.0476,0.59
412,680412,11639,1.3817034191036146,103.74230846042445,44469,B07,1.3824669843983655,103.74273647231179,0.0974,0.1169,1.46
35A,142035,3954,1.297041627906653,103.79875160291823,11041,B05,1.2963382816612783,103.79952357822764,0.1162,0.1395,1.74
120,540120,7583,1.38574419612225,103.90398827800792,67141,B04,1.3859864435308524,103.90351137002646,0.0595,0.0714,0.89
468B,652468,11896,1.3568609893496222,103.74317061291364,40379,B10,1.3574443389178945,103.74356480063896,0.0784,0.094,1.18
28D,134028,3038,1.306184521323599,103.78248310407187,19099,B01,1.3069586560354078,103.78188876366879,0.1086,0.1304,1.63
115,670115,4697,1.3780612994118127,103.7691917402867,44239,B03,1.3784686135612363,103.76978447797438,0.08,0.0961,1.2
306A,751306,716,1.445479205114954,103.82273779710756,58391,B01,1.4443200247925596,103.82249805432923,0.1318,0.1581,1.98
443A,651443,11061,1.3565934262070756,103.73778903277461,43759,B13,1.3559376501682614,103.73689074585387,0.1238,0.1485,1.86
410C,793410,9944,1.3899361581425496,103.87647145667854,67489,B03,1.3909843520092906,103.87698409750503,0.1299,0.1559,1.95
808,730808,12191,1.4424100442612042,103.78707748693054,46261,B09,1.4425350216293005,103.78687677479614,0.0263,0.0316,0.39
528,650528,5564,1.3566915711670355,103.75126849428564,43609,B02,1.3565484607078813,103.75000628966691,0.1414,0.1696,2.12
701,120701,12351,1.3075858734766634,103.7614085242807,17061,B09,1.307786226663415,103.76173642744781,0.0428,0.0513,0.64
35,519242,6368,1.381431191093549,103.94330009215554,77081,B03A,1.3802765842975118,103.94270398038708,0.1446,0.1736,2.17
616,560616,2983,1.3775277483687094,103.83866312703238,55119,B26,1.3772803410087076,103.83791421968635,0.0878,0.1053,1.32
101,140101,3533,1.3080765408495185,103.80082594426403,11081,B13,1.3085813223624547,103.80253847731692,0.1987,0.2384,2.98
150,730150,262,1.4353319236639301,103.77377627946682,46589,B07,1.4363256813667509,103.77406234401104,0.1151,0.1381,1.73
786A,731786,11240,1.4460753241593665,103.7998974675577,46799,B04,1.4458528217716307,103.7997263908933,0.0312,0.0375,0.47
11,730011,4798,1.4403655226910363,103.77794205552912,46189,B03,1.4399936878882638,103.77842196120994,0.0676,0.0811,1.01
143,570143,8381,1.3456589121426248,103.85284140107255,53251,B01,1.3468502296112226,103.8519512609739,0.1655,0.1986,2.48
147,350147,11122,1.3319226593849218,103.86796259176322,61061,B02,1.3327630298424278,103.86814668829695,0.0958,0.1149,1.44
52,519736,8236,1.383223884420139,103.94371544423052,77129,B04,1.3839637799408073,103.94374817523335,0.0824,0.0989,1.24
77,150077,626,1.288433637424988,103.81693429211536,10489,B01,1.2882065287123317,103.81775055662963,0.0943,0.1132,1.41
702,530702,11170,1.3657912855340653,103.88974914053625,63349,B01,1.3668487701791328,103.88928401490693,0.1286,0.1543,1.93
261D,544261,6210,1.3938124829308731,103.89480909882163,67401,B09,1.3929944433884,103.89514553277608,0.0985,0.1182,1.48
106A,151106,7165,1.288976502102169,103.82238527622785,10189,B10,1.2885909240967313,103.82192053738534,0.0672,0.0807,1.01
85C,313085,5977,1.3363167927741897,103.8474822715022,52199,B03,1.3355462722660152,103.84660361597277,0.1301,0.1561,1.95
675,760675,11052050,1.4201700997788902,103.84347107486721,59579,B03A,1.4202024208133712,103.84392242483528,0.0504,0.0604,0.76
174,570174,12252,1.3482036780740845,103.8542893293658,53289,B02,1.3471614268714562,103.85458291132247,0.1205,0.1446,1.81
129,350129,2175,1.334713765161367,103.86554556634697,61009,B04,1.3352151712578149,103.86659717028496,0.1297,0.1556,1.94
193,570193,12226,1.3487067402448691,103.85097679561677,53229,B04,1.3482228339488163,103.84931875871172,0.1922,0.2307,2.88
629B,672629,7189,1.3860371844725963,103.75938002147232,44869,B04,1.3864906260833867,103.75885730616955,0.077,0.0924,1.16
172,730172,2997,1.433942983959798,103.77749312950718,46569,B03,1.4347160023051828,103.77745017535362,0.0862,0.1034,1.29
